approved,sponsor,nickname,gender,country,state,city,adsource,seeking,dob
1,0,jst_hav_fun2,2,1,23,Holland,2,2,1961-07-26
1,0,KeithinMI24,2,1,23,Farmington,12,2,1962-04-20
1,0,kennylh,2,1,23,Jackson,13,2,1974-09-04
1,0,lo-key1,2,1,23,Detroit,2,2,1972-03-23
1,0,lumberman2,2,1,23,Traverse City,2,2,1949-05-24
1,1484,makuzak,2,1,23,Flat Rock,4,3,1954-09-03
1,0,maninneed1,2,1,23,Grand rapids,12,2,1976-03-03
1,1311,md221977,2,1,23,Midland,12,2,1977-05-03
1,0,Mik12342008,2,1,23,Royal Oak,12,2,1973-02-03
1,0,mike9012,2,1,23,Detroit,20,2,1976-10-29
1,0,miss_love2008,1,1,23,Flint,23,4,1977-01-16
1,0,MITraveler007,2,1,23,Detroit-Columbus-Cinci-Louis,13,2,1977-08-19
1,1311,Mixxedup,2,1,23,romulus,22,2,1972-07-12
1,0,nc541y8,2,1,23,Carleton,6,2,1962-11-12
1,0,needattention08,2,1,23,Livonia,15,2,1970-04-02
1,0,NorthvilleGent2008,2,1,23,Northville,22,2,1974-06-10
1,1616,notbad2008,2,1,23,Clinton Township,3,2,1960-02-29
1,0,oleblueeyes08,2,1,23,Chelsea,6,2,1964-03-20
1,0,passionatemike,2,1,23,Waterford,22,3,1969-05-11
1,1311,pete111111,2,1,23,Sterling Heights,12,2,1962-02-02
1,0,quench44,2,1,23,Lansing,2,3,1964-04-02
1,0,redeye3,2,1,23,North Street,6,2,1973-08-02
1,0,richintc08,2,1,23,Traverse City,4,2,1967-05-06
1,0,roguy1,2,1,23,Madison Heights,10,2,1968-04-09
1,0,Runningal1,1,1,23,Canton,3,4,1965-09-11
1,0,SomeonesToy,2,1,23,Sterling Heights,25,2,1966-06-17
1,0,sonsrap,2,1,23,Leonard,12,2,1970-09-12
1,1685,stonekaan,2,1,23,Sand Lake,25,2,1976-05-07
1,0,stubble08,2,1,23,Troy,12,2,1979-07-06
1,0,switch2,2,1,23,Alto,12,2,1970-09-02
1,0,thegman2008,2,1,23,Novi,3,2,1977-10-18
1,0,TheMaxx1,2,1,23,Temperance,20,2,1969-07-07
1,0,tiredoflooking08,2,1,23,Bay City,6,3,1977-12-24
1,0,tito3355,2,1,23,Lansing,23,2,1977-09-09
1,0,tom_WestOlive,2,1,23,West Olive,4,2,1963-06-18
1,739,wantingsomemore69,2,1,23,Manistee,24,2,1978-07-20
1,1311,armyjoe,2,1,24,Saint Paul,12,2,1966-08-03
1,0,Ayrton77,2,1,24,Windom,23,2,1977-09-16
1,0,commissionman,2,1,24,Albert Lea,22,2,1976-06-15
1,0,CougarLover69,2,1,24,Buffalo,15,2,1977-01-01
1,0,dan_jacker,2,1,24,Minneapolis,4,3,1990-01-30
1,0,esenin,2,1,24,Dunnell,3,2,1977-05-16
1,0,fabulous.fritz,2,1,24,Minneapolis,6,2,1978-06-04
1,0,gopherfan2008,2,1,24,Duluth,12,2,1972-10-01
1,1685,hicksw00,2,1,24,Winona,6,2,1982-03-11
1,0,jefflenz,2,1,24,Saint Paul,12,2,1969-06-17
1,0,jmookster,2,1,24,Rochester,12,2,1974-07-04
1,0,just4u8,2,1,24,Young America,23,3,1961-02-28
1,0,Minnesotatransplant,1,1,24,Rosemount,3,1,1969-05-13
1,0,Mn_Beauty_20,1,1,24,Saint Paul,2,4,1988-05-13
1,0,mnbac,2,1,24,Waite Park,3,2,1979-03-14
1,1484,pitbul101,2,1,24,Saint Paul,12,2,1964-12-12
1,0,sara42,1,1,24,Ah Gwah Ching,6,1,1980-03-17
1,0,Scotty1027,2,1,24,Waseca,4,2,1972-03-03
1,0,st1978,2,1,24,Rochester,6,3,1978-12-22
1,0,tnkline,2,1,24,Saint Paul,3,2,1966-03-03
1,0,truckman5,2,1,24,Saint Paul,2,2,1948-07-20
1,0,tryonce2008,2,1,24,Jackson,3,2,1969-09-17
1,0,YOUNGUNIT_22,2,1,24,Minneapolis,6,3,1989-05-24
1,0,caligola,2,1,25,Oxford,3,5,1980-05-10
1,0,crazy8882,2,1,25,Oxford,15,2,1976-11-03
1,1484,dogmatticguy,2,1,25,Brandon,6,2,1951-10-01
1,1394,kimmmm,1,1,25,Vicksburg,2,1,1962-12-12
1,0,lavarrius,2,1,25,Canton,1,2,1977-08-18
1,0,muffmuncher12,2,1,25,Hattiesburg,4,3,1985-05-08
1,0,sunnipeaches,1,1,25,Olive Branch,2,1,1968-12-03
1,0,waterboy14,2,1,25,Amory,3,2,1958-04-05
1,0,xarnz,2,1,25,Brandon,20,2,1957-10-01
1,0,Smegal12,2,1,26,Bates City,6,2,1962-06-18
1,0,69funtime4U,1,1,26,nwmissouri,2,1,1962-07-31
1,1716,bigcrazyguy,2,1,26,Mountain Grove,6,3,1965-06-19
1,0,BORED.AN.LOOKING,2,1,26,Kansas City,4,2,1978-11-28
1,0,brian.tongue4u,2,1,26,St. Louis,15,2,1976-06-28
1,1311,coolfire1,2,1,26,Harrisonville,12,3,1987-09-17
1,0,crackerbox,1,1,26,Saint Charles,6,1,1956-11-13
1,0,crackerbox1,2,1,26,Saint Charles,6,2,1956-10-13
1,0,dickfaceman,2,1,26,Kansas City,3,2,1964-03-18
1,0,dloomis1,2,1,26,Fenton,6,2,1967-02-28
1,0,Feros_fenix,2,1,26,Saint Louis,15,3,1987-01-22
1,0,g01234,2,1,26,Saint Charles,25,2,1966-07-15
1,0,gemaco,1,1,26,Grain Valley,20,1,1970-12-12
1,0,hollscw5,2,1,26,Saint Louis,3,2,1978-06-26
1,1716,Hoseman81,2,1,26,Lake Ozark,24,3,1962-04-23
1,0,htfryou2008,2,1,26,Kansas City,2,3,1948-08-29
1,1484,ingold2008,2,1,26,Saint Louis,15,3,1981-11-06
1,0,jbas20j,2,1,26,Kansas City,4,2,1985-10-15
1,1716,jelliffedward,2,1,26,Springfield,4,3,1989-07-28
1,0,Justin4Fun2,2,1,26,Springfield,2,3,1979-08-20
1,145,kc2vegas21,1,1,26,Independence,6,1,1971-01-01
1,0,looking4realthing,1,1,26,Liberty,12,4,1968-11-20
1,0,madlender,2,1,26,O Fallon,2,2,1968-06-29
1,0,MIXALIS24,2,1,26,Jadwin,1,2,1984-06-12
1,0,MKRICH078,2,1,26,Kansas City,4,2,1978-11-08
1,0,mmmmgood2,2,1,26,Eureka,6,2,1962-01-13
1,0,mrmopar1,2,1,26,Bethany,3,3,1960-10-10
1,0,nattylightguy,2,1,26,Saint Louis,13,2,1970-01-01
1,0,oralnut1,2,1,26,Saint Ann,12,3,1964-07-01
1,0,OrnateThunder,2,1,26,St. Louis,2,2,1980-06-18
1,0,peterbilt78,1,1,26,Saint Charles,6,1,1956-11-13
1,1311,Rife22,2,1,26,Cape Girardeau,27,2,1980-08-17
1,0,roadwarrior7,2,1,26,Saint Louis,13,2,1970-03-08
1,0,roadwarrior8,2,1,26,Springfield,13,2,1969-09-06
1,0,ronny111,1,1,26,Lees Summit,6,1,1964-03-02
1,0,screennamek,2,1,26,Kansas City,10,3,1980-01-26
1,0,ss_1234,2,1,26,Webb City,6,3,1980-09-09
1,1685,stonecld2001,2,1,26,Republic,2,2,1966-06-08
1,0,str8pimpin1978,2,1,26,Joplin,3,2,1978-09-09
1,0,subboy2008,2,1,26,Grain Valley,6,2,1975-01-01
1,0,supermax08,2,1,26,O Fallon,2,2,1967-03-14
1,0,THS6677,2,1,26,Ava,12,3,1977-06-06
1,0,VbGuy08,2,1,26,Kansas City,3,2,1985-10-25
1,0,weldon914,2,1,26,Kansas City,24,2,1946-09-14
1,0,zcats21,2,1,26,Springfield,24,2,1983-11-26
1,0,johancoolabiz,2,1,27,Cut Bank,15,3,1989-12-17
1,145,bbchris12,2,1,27,Missoula,3,3,1990-04-11
1,0,chuck19631,2,1,27,Butte,12,3,1940-06-18
1,0,dorkie21,2,1,27,Great Falls,2,2,1977-02-02
1,0,hi5nroll,2,1,27,Billings,15,2,1971-06-30
1,1311,J Presario,2,1,27,Kalispell,4,2,1978-07-22
1,1761,jezzilicious,1,1,27,Kalispell,12,1,1978-11-11
1,0,ohyeah20081,2,1,27,Missoula,12,3,1981-04-04
1,0,piontboy22,2,1,27,Lolo,15,3,1965-06-22
1,0,up4funwithu08,2,1,27,Great Falls,3,2,1958-03-02
1,0,unclebuck6814,2,1,28,Omaha,13,3,1967-01-30
1,0,agent13x,2,1,28,Omaha,2,3,1987-12-01
1,0,bigandluvtouseit,2,1,28,Gretna,26,3,1965-05-10
1,0,blkzilla,2,1,28,Papillion,3,2,1967-08-16
1,1311,captainzoom2008,2,1,28,Lincoln,12,3,1965-08-31
1,0,demonaz2008,2,1,28,Abie,2,2,1978-04-16
1,0,GoBlue34z,2,1,28,Seward,15,2,1975-02-01
1,0,justlooking213,2,1,28,Omaha,3,2,1961-03-03
1,1311,justlooking97418,2,1,28,Sidney,12,3,1974-07-18
1,1484,lonly469,2,1,28,Holdrege,6,3,1978-07-22
1,0,thecontender1,2,1,28,Lincoln,6,2,1982-02-02
1,0,tom299,2,1,28,Omaha,12,2,1972-11-04
1,0,702VegasMan23,2,1,29,Las Vegas,6,2,1985-04-10
1,0,bwf2008,1,1,29,Henderson,2,1,1968-05-18
1,0,caryl,1,1,29,Las Vegas,17,6,1977-08-24
1,0,chato2008,2,1,29,Las Vegas,3,2,1973-08-22
1,1484,eddie124,2,1,29,Las Vegas,12,2,1976-12-08
1,0,Ellusionist,2,1,29,Ely,6,2,1988-02-29
1,1761,extra230,2,1,29,Las Vegas,22,2,1963-08-02
1,1761,extra2301,2,1,29,Las Vegas,12,2,1962-09-02
1,1761,J239,2,1,29,Henderson,22,2,1980-10-28
1,0,Jeff204,2,1,29,Las Vegas,13,3,1980-02-02
1,1761,jeter2008,2,1,29,Las Vegas,13,2,1979-06-19
1,0,JimNorden,2,1,29,Las Vegas,2,3,1981-01-03
1,0,JJJ89148,2,1,29,Las Vegas,12,2,1972-03-01
1,0,keitherman1,1,1,29,Las Vegas,2,1,1976-01-28
1,0,lowflyingone,2,1,29,Reno,12,2,1970-07-29
1,1311,m1a7m32008,2,1,29,Reno,2,3,1944-03-15
1,0,matamata2,2,1,29,Las Vegas,1,3,1986-06-09
1,0,native691,2,1,29,Sparks,2,3,1969-11-14
1,0,nevada41lv,2,1,29,las vegas,2,2,1966-03-03
1,0,onlysmith4real,2,1,29,Las Vegas,2,3,1968-01-01
0,0,passionlyrics20,2,1,29,Las Vegas,6,3,1963-10-25
1,0,sincity fun,2,1,29,Henderson,2,2,1971-11-09
1,0,snacky1,2,1,29,Las Vegas,6,3,1946-08-18
1,0,somethingnew31,1,1,29,Las Vegas,12,6,1977-04-23
1,0,steveza,2,1,29,Henderson,6,2,1942-07-13
1,0,sullyman08,2,1,29,Henderson,2,3,1956-01-21
1,0,sweetbee88,1,1,29,Henderson,6,1,1957-10-25
1,0,ynotclaud65,1,1,29,Henderson,17,1,1972-07-24
1,0,dx91,2,1,30,Hooksett,10,2,1979-09-01
1,0,fatchance2,2,1,30,North Conway,27,2,1969-01-01
1,0,fifieldway,2,1,30,Manchester,25,2,1956-05-05
1,0,forester1,2,1,30,Suncook,4,2,1959-10-14
1,0,frogs61,1,1,30,Rochester,2,6,1947-01-19
1,0,itaintez2008,1,1,30,Nashua,6,1,1968-07-20
1,0,outdoorsyguy11,2,1,30,Nashua,6,2,1959-09-14
1,0,prince49,2,1,30,Concord,22,2,1969-01-01
1,1761,redsox14652008,2,1,30,Portsmouth,12,3,1955-05-23
1,0,sushimaster1,2,1,30,Concord,12,3,1984-04-04
1,0,wowsashm,2,1,30,West Lebanon,6,3,1983-06-02
1,0,bigJ19,2,1,31,Bayville,12,2,1979-03-17
1,1311,jackiniss,2,1,31,Mahwah,3,2,1970-08-27
1,0,asslicker11,2,1,31,Paramus,3,2,1977-01-02
1,0,Avaya2k4,2,1,31,Clayton,12,2,1971-11-28
1,0,baxman5,2,1,31,Oakland,12,2,1960-04-04
1,0,benfica310,2,1,31,Colonia,6,2,1970-03-10
1,0,biglou52,2,1,31,Trenton,12,3,1954-06-22
1,0,bikeracer122,2,1,31,Branchville,2,3,1971-04-17
1,0,bjoness,2,1,31,South Plainfield,21,3,1983-05-05
1,0,blondestang,2,1,31,North jersey,12,2,1980-02-06
1,0,boblabooie2008,2,1,31,Basking Ridge,6,2,1963-08-23
1,1311,bpr95,2,1,31,Belleville,12,2,1980-05-05
1,1311,brianfeeney,2,1,31,Hackettstown,12,2,1972-01-01
1,979,Bronk555,2,1,31,Millburn,3,2,1965-09-10
1,0,chicago84,2,1,31,Old Bridge,6,2,1978-01-01
1,0,christopher22379,2,1,31,Trenton,2,2,1974-03-17
1,0,cobra28,2,1,31,Wayne,4,2,1961-02-03
1,0,CUDULE-ME,2,1,31,Pleasantville,6,3,1955-02-10
1,0,cwc2,2,1,31,Brick,2,3,1984-07-12
1,0,cxbxb,1,1,31,East Rutherford,12,6,1980-03-02
1,0,denville1,2,1,31,Great Meadows,23,2,1968-06-04
1,0,devin642,1,1,31,Hightstown,12,1,1964-02-07
1,1311,dfosch9,2,1,31,north,12,2,1980-11-03
1,0,Diana_100,1,1,31,Lebanon,12,1,1963-07-08
1,0,fireems71,2,1,31,Keansburg,3,2,1974-09-30
1,1394,foobar4,2,1,31,Westfield,3,3,1968-04-05
1,0,frankiejr120,2,1,31,Woodbridge,3,2,1955-04-04
1,0,Freshmen02,2,1,31,Vincentown,12,2,1979-12-18
1,0,furyjf,2,1,31,Hammonton,4,2,1954-07-18
1,0,hamodi99,2,1,31,New Brunswick,27,3,1979-06-17
1,1311,harryain,2,1,31,bridgewater,12,2,1962-09-16
1,0,Huey3,2,1,31,Hoboken,3,2,1974-02-02
1,0,Islander26,2,1,31,Montclair,10,2,1962-10-08
1,1311,italiannighthawk,2,1,31,Rockaway,22,2,1975-08-14
1,0,jamfan65,2,1,31,Bordentown,2,2,1965-11-10
1,0,jaqua77,2,1,31,Marlboro,2,2,1978-02-14
1,0,jld1,1,1,31,Medford,3,4,1964-03-10
1,0,john5115,2,1,31,Edison,4,2,1972-01-01
1,0,jwhite2008,1,1,31,Holmdel,12,1,1975-01-11
1,1761,kdjfalkdjfakdjf,2,1,31,West Orange,21,2,1983-01-02
1,1311,kojo8765,2,1,31,Forked River,15,2,1967-06-21
1,0,liamoconner,2,1,31,Summit,4,2,1976-01-10
1,0,lifeonlyonce,2,1,31,Whitehouse Station,12,2,1970-12-21
1,0,liteskin25,2,1,31,Newark,4,5,1983-06-21
1,0,llFuegoll,2,1,31,Closter,12,3,1964-03-03
1,0,longhairboy,2,1,31,South Hackensack,3,2,1960-12-28
1,0,LongMan08,2,1,31,Moorestown,2,2,1961-03-05
1,1311,lookingforaction1,2,1,31,Allendale,3,2,1975-05-05
1,0,LookMeUp201,2,1,31,Hackensack,6,2,1955-09-21
1,0,m1212,2,1,31,Iselin,4,2,1974-01-24
1,0,maca04,2,1,31,Somerville,3,2,1984-10-04
1,0,macbear77,2,1,31,Shrewsbury,12,2,1975-11-29
1,1078,michgirlnj,1,1,31,Mountainside,15,1,1976-07-03
1,0,mikenj1973,2,1,31,Central,6,2,1973-01-01
1,0,molenaro,1,1,31,Clifton,2,4,1970-01-01
1,0,moneymike111,2,1,31,Brigantine,6,2,1986-03-06
1,0,nellybash,2,1,31,Atco,15,3,1979-05-12
1,0,NJBORED51,2,1,31,Morris Plains,12,2,1951-06-06
1,0,njguy05,2,1,31,Edison,12,2,1975-01-01
1,0,njm4fun08,2,1,31,Eatontown,12,2,1967-01-01
1,0,njmike1,2,1,31,Englishtown,25,2,1973-02-01
1,1484,ohbilly8,2,1,31,Scotch Plains,12,3,1973-10-10
1,0,Onelifetime,2,1,31,Whitehouse Station,12,2,1970-12-21
1,0,open_wf,1,1,31,Williamstown,12,1,1978-12-26
1,0,out2pleaseher,2,1,31,Maywood,13,2,1985-02-26
1,0,Randy160,2,1,31,Morristown,12,2,1965-06-21
1,0,rayhaupt,2,1,31,Atlantic Highlands,12,2,1972-02-13
1,0,roberto691,2,1,31,Elizabeth,6,5,1967-10-07
1,0,rucurious704,2,1,31,Shrewsbury,3,2,1956-06-13
1,0,sammy141,2,1,31,Bergenfield,17,2,1966-01-15
1,0,scottie1977,2,1,31,Randolph,12,3,1977-04-23
1,1685,sexxxyguy1,2,1,31,Rahway,6,3,1960-01-01
1,0,sjersey856,2,1,31,Mount Laurel,25,2,1984-02-26
1,0,sjsj22,2,1,31,Jersey City,6,2,1976-04-01
1,0,spacecowboy861,2,1,31,Colts Neck,6,2,1983-06-11
1,0,sublme827,2,1,31,Mantua,12,3,1983-08-27
1,0,tbone761,2,1,31,North Bergen,22,2,1976-06-15
1,1761,thebeet,2,1,31,Bernardsville,12,2,1977-12-01
1,0,thedokta,2,1,31,Palisades Park,26,2,1965-07-23
1,0,thick13,2,1,31,Swedesboro,2,2,1969-09-09
1,0,thy45,2,1,31,Morristown,12,3,1982-08-11
1,0,warrior30,2,1,31,Glassboro,2,3,1969-11-26
1,0,wise08,2,1,31,Irvington,12,3,1970-01-14
1,0,xaklee99,2,1,31,New Brunswick,12,3,1990-01-04
1,0,yankee3308,2,1,31,Bloomingdale,25,2,1957-09-09
0,0,youdd,2,1,31,Little Ferry,22,2,1939-06-02
1,0,ZIggy127,2,1,31,Englishtown,2,3,1980-05-05
1,0,symoen,1,1,32,Socorro,24,4,1986-03-27
1,1484,abner4,2,1,32,Albuquerque,4,2,1984-06-17
1,0,Amyxoxo,1,1,32,Albuquerque,2,1,1971-02-02
1,0,HansJurgen789,2,1,32,Alamogordo,27,2,1956-05-31
0,0,jedi99,2,1,32,Albuquerque,3,2,1961-12-12
1,1484,JPFRK69,2,1,32,Raton,4,3,1969-12-15
1,0,jram0007,2,1,32,Las Cruces,6,3,1986-01-14
1,0,marriedbored1999,2,1,32,Gallup,6,5,1970-03-20
1,0,myopiate,2,1,32,Las Cruces,13,3,1989-09-06
1,0,Robinatordfgf,2,1,32,Santa Fe,6,2,1974-01-03
1,0,shadowwarden,2,1,32,Farmington,12,3,1985-05-02
1,1716,wicho1,2,1,32,Albuquerque,27,2,1972-09-22
1,0,zxcvzxcv20098,2,1,32,Socorro,20,2,1987-02-10
1,0,PNPD,2,1,33,Staten Island,15,2,1970-11-11
1,0,kiki1969,2,1,33,Floral Park,2,2,1969-09-08
1,0,zlato,2,1,33,Floral Park,3,2,1975-01-14
1,0,krimi,2,1,33,North Blenheim,15,3,1980-02-25
1,0,cupu,1,1,33,Greenlawn,2,4,1985-02-14
1,1716,adel4saber,2,1,33,Schenectady,6,3,1954-01-01
1,0,12gomey,2,1,33,Levittown,1,2,1975-04-25
1,0,2561704,1,1,33,Albany,12,6,1967-03-03
1,1761,50004,2,1,33,New York,27,2,1979-01-01
1,0,aaa32,1,1,33,Schenectady,4,4,1958-10-23
1,0,ab25,1,1,33,Great Neck,1,1,1985-12-29
1,1311,adl139,2,1,33,Fresh Meadows,12,2,1978-09-04
1,0,airb1990,2,1,33,Liverpool,6,2,1970-01-06
1,0,alexketaren,2,1,33,Hartsdale,6,3,1971-09-18
1,0,aljack3,2,1,33,Brooklyn,6,2,1973-01-05
1,0,Alphonse1,2,1,33,Hopewell Junction,6,3,1971-01-31
1,0,andmatt61,2,1,33,utica,2,2,1980-05-07
1,0,andrew1c,2,1,33,New York,2,3,1969-05-11
1,0,andy_q,2,1,33,Staten Island,10,2,1954-08-08
1,0,andy18211,2,1,33,Bronx,3,2,1969-11-10
1,0,angel_indiscreethere,1,1,33,New York,1,1,1984-01-03
1,0,aodhan84,2,1,33,Maspeth,26,2,1984-01-11
1,0,aplleonia,1,1,33,Bronx,12,4,1980-02-06
1,0,ashton111,2,1,33,Hamptons,12,3,1972-04-14
1,0,assfker69,2,1,33,West Babylon,2,3,1972-12-09
1,0,assfker6908,2,1,33,West Babylon,2,2,1972-12-09
1,0,Bankz1,2,1,33,Brooklyn,4,2,1987-07-02
1,1761,bct85,2,1,33,New City,12,3,1985-08-21
0,0,beauty82,1,1,33,New York,6,4,1983-09-27
1,1761,beekayz,2,1,33,White Plains,12,2,1960-06-15
1,0,ben70000,2,1,33,New York,12,2,1972-02-02
1,0,bgung,2,1,33,Big Indian,6,2,1982-08-13
1,0,bibi6,2,1,33,Addison,3,2,1963-07-01
1,0,bigboy165,2,1,33,Flushing,12,2,1980-12-12
1,0,bigtrouble1002002,2,1,33,Oneida,12,2,1972-11-18
1,0,BillyC4,2,1,33,Glen Cove,12,3,1968-12-27
1,0,bob_nyc,2,1,33,New York,4,2,1978-04-20
1,1685,bobby19623,2,1,33,Albany,6,2,1962-04-18
1,0,boredny,2,1,33,Shrub Oak,4,2,1983-06-24
1,0,boshrin,2,1,33,Forest Hills,6,2,1945-04-08
1,0,brandon85,2,1,33,Bayside,26,2,1978-11-05
1,0,Brian19801,2,1,33,Staten Island,26,2,1980-08-30
1,1311,buckbuckgoose,2,1,33,Latham,3,2,1964-01-01
1,0,bugzysr,2,1,33,Bronx,2,2,1977-10-12
1,0,Business2,2,1,33,Chappaqua,2,3,1949-03-08
0,0,bwhitealone,1,1,33,New York,22,4,1979-11-10
0,0,bwhitealone1,1,1,33,New York,4,4,1979-10-10
1,0,cali88,2,1,33,New York,6,2,1971-03-15
1,0,capozlo,2,1,33,New York,4,2,1975-02-03
1,1761,catseeker1,2,1,33,Buffalo,27,2,1975-07-12
1,1311,cdlongnthick,2,1,33,Hopewell Junction,27,2,1962-12-12
1,1761,charles109,2,1,33,Buffalo,4,3,1980-06-07
1,0,chaz10005,2,1,33,New York,12,3,1969-05-11
1,0,cheeks721,2,1,33,New york,6,2,1983-11-18
1,0,chicha_036,2,1,33,Floral Park,2,3,1972-10-31
1,0,ChiroDocNYC,2,1,33,Astoria,6,2,1974-05-26
1,0,cmarie585,1,1,33,Rochester,15,6,1984-08-08
1,0,converts,2,1,33,new york,12,2,1971-11-12
1,0,cortiz,2,1,33,Brooklyn,12,2,1971-04-30
1,0,cosess.com,2,1,33,New City,12,2,1970-03-12
1,0,Cougarman85,2,1,33,New York,12,2,1985-03-03
1,739,countryguy6,2,1,33,Akron,4,2,1960-03-03
1,0,Dalemi,2,1,33,Yonkers,3,2,1966-05-01
1,0,dandolo23,2,1,33,Staten Island,2,2,1954-07-05
1,0,datnigga08,2,1,33,Central Islip,26,3,1934-03-23
1,0,dave438,2,1,33,Hempstead,12,2,1978-05-04
1,0,DELLOS1970,2,1,33,Franklin Springs,6,2,1970-12-26
1,0,DiscoverMe2,1,1,33,Bayside,12,1,1981-02-01
1,1761,djr218,2,1,33,Bay Shore,3,3,1978-02-18
1,0,djs3,2,1,33,New York,26,3,1974-11-11
1,0,dngrgrl,1,1,33,New York,24,1,1970-05-18
1,0,doc213,2,1,33,Newburgh,2,2,1967-04-11
1,0,Doctor Kyle01,2,1,33,Brooklyn,12,2,1978-09-24
1,1761,dodger68,2,1,33,Niagara Falls,13,2,1968-03-29
1,1484,dprecon1970,2,1,33,Schenectady,12,2,1970-06-14
1,0,DTRIP,1,1,33,Stanley,12,6,1983-10-12
1,0,eagle122,2,1,33,Oswego,6,2,1990-06-12
1,0,eboss,2,1,33,Staten Island,12,2,1973-07-08
1,0,eddieofnyc,2,1,33,Forest Hills,12,2,1975-05-31
1,0,elite3,2,1,33,brooklyn,12,2,1968-10-29
1,0,emadmounier,1,1,33,Syracuse,22,6,1978-04-22
1,0,energyrich1,2,1,33,New York,21,3,1973-02-11
1,0,enterprise08,2,1,33,Brooklyn,12,2,1980-05-05
1,0,ErectionSpecialist,2,1,33,Ridgewood,21,3,1982-05-06
1,0,Errol2008,2,1,33,Larchmont,6,2,1970-01-02
1,0,exoplizin,2,1,33,athens,3,2,1966-01-23
1,0,fanytstik,2,1,33,Astoria,15,3,1983-02-01
1,0,Fasttime2008,2,1,33,West Babylon,12,3,1980-08-18
1,0,flick212,2,1,33,Bayside,22,2,1970-06-01
1,0,francuccio78,2,1,33,westchester,12,3,1977-05-07
1,0,frank2101,2,1,33,Red Hook,6,2,1951-05-12
1,0,free2be08,2,1,33,Rosedale,25,2,1968-11-11
1,0,friend491,2,1,33,Buffalo,3,2,1959-10-06
1,0,friskycat2,1,1,33,Fredonia,24,6,1985-06-07
1,0,gdfther,2,1,33,Buffalo,2,3,1986-08-16
1,0,gdguy1,2,1,33,Scarsdale,12,3,1962-05-28
1,0,getbands,2,1,33,New York,12,2,1970-02-04
1,0,glammourgirl,1,1,33,Bronx,2,4,1968-07-31
1,0,globe-trotter,2,1,33,Floral Park,3,2,1977-05-27
1,0,Good-n-Tall,2,1,33,Port Chester,2,3,1969-03-16
1,1761,gs1034,2,1,33,Brooklyn,15,2,1964-05-01
1,0,handstrong5,2,1,33,New York,25,2,1964-07-09
1,0,happiness775,1,1,33,Staten Island,2,6,1975-07-07
1,0,happy109,2,1,33,Wappingers Falls,3,2,1970-05-12
1,0,Harleyguyforyou,2,1,33,Kingston,6,2,1957-03-09
1,0,hmlilylee21,2,1,33,Schenectady,12,3,1983-11-30
1,0,holla5,2,1,33,Bronx,4,3,1984-07-17
0,0,hollywood913,2,1,33,watertown,3,3,1983-09-13
1,0,Hosemonkey09,2,1,33,New York,2,2,1979-01-01
1,0,hrdrod,2,1,33,New York,12,2,1978-11-29
1,1394,hungjack,2,1,33,Schenectady,24,2,1975-01-01
1,1685,i1960,2,1,33,Silver Creek,6,3,1960-07-01
1,1761,iluvny86,2,1,33,Brooklyn,1,3,1986-10-15
1,0,Isa4,1,1,33,Jamaica,6,1,1986-06-29
1,0,iwantyounow1,2,1,33,New York,6,2,1977-01-01
1,1311,Iwntcrzysxs,2,1,33,Pyrites,12,3,1980-04-12
1,1761,Jai_pt,1,1,33,Penfield,2,4,1979-10-09
1,0,jam22,2,1,33,Pelham,10,2,1967-07-19
1,0,Jayco3,2,1,33,Bohemia,10,2,1973-09-04
1,0,JD117,2,1,33,Brooklyn,22,2,1978-08-16
1,1484,jhart23,2,1,33,Watertown,6,3,1985-01-02
1,1311,jklax20,2,1,33,Warwick,2,2,1969-12-01
1,0,jmm4455,2,1,33,Schenectady,21,2,1960-02-25
1,0,JobNik,2,1,33,Nis-Serbia,3,2,1967-10-01
1,0,JoeMH,2,1,33,Brooklyn,6,2,1982-03-18
1,0,joepajoe1,2,1,33,New York,12,2,1982-01-02
1,0,johnnyhotsauce,2,1,33,New York,22,3,1984-10-10
1,0,joseq2,2,1,33,Brooklyn,25,2,1964-06-04
1,0,joshj557,2,1,33,Syracuse,6,3,1982-11-11
1,0,joyboy3,2,1,33,Jericho,6,2,1946-08-02
1,0,jsteve1,2,1,33,Rochester,12,2,1971-09-17
1,0,JStudlay,2,1,33,Sea Cliff,12,2,1975-01-01
1,1716,jus2gud,2,1,33,New York,2,3,1990-08-05
1,0,just4fun124,2,1,33,Le Roy,12,2,1974-08-06
1,0,karen402,1,1,33,New York,24,1,1950-04-04
1,0,Karnal-Kiss,2,1,33,Buffalo,6,2,1971-01-01
1,1311,keo139,2,1,33,New York,12,3,1985-09-11
1,0,kingofclass,2,1,33,Bayside,4,2,1979-08-28
1,0,klitlover43,2,1,33,Forest Hills,4,3,1965-08-26
1,0,koko1101,2,1,33,Albany,12,2,1969-10-24
1,0,lahure,2,1,33,Woodside,6,2,1963-08-10
1,0,Lakiss,2,1,33,Buffalo,3,2,1970-05-27
1,1761,Life/Live,2,1,33,New York,12,2,1993-01-01
1,0,likeartie2009,2,1,33,Albany,12,2,1963-06-15
1,0,lildevi78l,2,1,33,Brooklyn,12,3,1978-12-12
1,0,listerny,2,1,33,New York,25,3,1969-10-11
1,1761,LiteNeasy,2,1,33,Queens Village,27,2,1985-02-14
1,0,lizardk27,2,1,33,West Islip,12,2,1977-12-20
1,0,lollipop420,2,1,33,Fort Drum,22,2,1984-08-18
